Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price (Euros),file_path
dell,inspiron 7567,gaming,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia geforce gtx 1050ti,windows,10,2.62kg,"1199,00",dell.jpeg
dell,xps 15,notebook,"15.6""",ips panel touchscreen / 4k ultra hd 3840x2160,intel core i5 6300hq 2.3ghz,8gb,256gb ssd,nvidia geforce 960m,windows,10,2.04kg,"2250,68",dell.jpeg
hp,15-bw002nv (a6-9220/4gb/256gb/radeon,notebook,"15.6""",full hd 1920x1080,amd a6-series a6-9220 2.5ghz,4gb,256gb ssd,amd radeon 520,windows,10,1.91kg,"478,89",hp.jpeg
msi,gp72m 7rex,gaming,"17.3""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows,10,2.7kg,"1492,80",msi.webp
lenovo,thinkpad t460s,ultrabook,"14.0""",full hd 1920x1080,intel core i7 6600u 2.6ghz,12gb,512gb ssd,intel hd graphics 520,windows,7,1.4kg,"2299,00",lenovo.webp
lenovo,b51-80 (i5-6200u/8gb/1008gb/radeon,notebook,"15.6""",full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,1tb hybrid,amd radeon r5 m330,windows,10,2.5kg,"788,49",lenovo.webp
hp,spectre pro,2 in 1 convertible,"13.3""",touchscreen 2560x1440,intel core i7 6600u 2.6ghz,8gb,512gb ssd,intel hd graphics 520,windows,10,1.48kg,"2041,00",hp.jpeg
lenovo,thinkpad t460,ultrabook,"14.0""",full hd 1920x1080,intel core i7 6600u 2.6ghz,8gb,256gb ssd,intel hd graphics 520,windows,7,1.7kg,"1499,00",lenovo.webp
msi,gs40 phantom,gaming,"14.0""",full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 970m,windows,10,1.7kg,"1769,00",msi.webp
hp,pavilion 15-cb003nv,gaming,"15.6""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia geforce gtx 1050,windows,10,2.62kg,"899,00",hp.jpeg
lenovo,ideapad 310-15isk,notebook,"15.6""",1366x768,intel core i3 6006u 2.0ghz,8gb,1tb hdd,intel hd graphics 520,windows,10,2.2kg,"459,00",lenovo.webp
hp,250 g4,notebook,"15.6""",1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,no os,,2.1kg,"476,99",hp.jpeg
dell,inspiron 7567,gaming,"15.6""",4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows,10,2.62kg,"1498,00",dell.jpeg
lenovo,thinkpad t570,notebook,"15.6""",ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.95kg,"1390,00",lenovo.webp
lenovo,320-15isk (i3-6006u/4gb/1tb/geforce,notebook,"15.6""",full hd 1920x1080,intel core i3 6006u 2ghz,4gb,1tb hdd,nvidia geforce 920mx ,windows,10,2.2kg,"468,00",lenovo.webp
hp,stream 14-ax000nv,notebook,"14.0""",1366x768,intel celeron dual core n3060 1.6ghz,2gb,32gb flash storage,intel hd graphics 400,windows,10,1.44kg,"249,00",hp.jpeg
msi,pl60 7rd,gaming,"15.6""",ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce gtx 1050,windows,10,2.2kg,"839,00",msi.webp
hp,250 g5,notebook,"15.6""",full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows,10,1.96kg,"679,00",hp.jpeg
hp,probook 450,notebook,"15.6""",full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,512gb ssd,intel uhd graphics 620,windows,10,2.1kg,"1159,00",hp.jpeg
asus,x553sa-xx021t (n3050/4gb/500gb/w10),notebook,"15.6""",1366x768,intel celeron dual core n3050 1.6ghz,4gb,500gb hdd,intel hd graphics,windows,10,2.2kg,"369,00",default.jpg
lenovo,v110-15isk (i5-6200u/4gb/500gb/no,notebook,"15.6""",1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,no os,,2.1kg,"398,00",lenovo.webp
lenovo,ideapad 510-15ikb,notebook,"15.6""",full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce 940mx,no os,,2.2kg,"709,00",lenovo.webp
asus,ux410ua-gv097t (i3-7100u/4gb/256gb/fhd/w10),notebook,"14.0""",full hd 1920x1080,intel core i3 7100u 2.4ghz,4gb,256gb ssd,intel hd graphics 620,windows,10,2kg,"769,00",default.jpg
lenovo,b51-80 (i7-6500u/4gb/1008gb/fhd/w7),notebook,"15.6""",full hd 1920x1080,intel core i7 6500u 2.5ghz,4gb,1tb hybrid,intel hd graphics 520,windows,7,2.32kg,"825,00",lenovo.webp
lenovo,ideapad y700-15isk,gaming,"15.6""",ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,512gb ssd,nvidia geforce gtx 960,windows,10,3.31kg,"1305,00",lenovo.webp
msi,gs60 ghost,gaming,"15.6""",full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 970m,windows,10,1.91kg,"2153,37",msi.webp
hp,probook 450,notebook,"15.6""",1366x768,intel core i3 6100u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows,10,2.07kg,"650,00",hp.jpeg
lenovo,thinkpad x1,2 in 1 convertible,"14.0""",ips panel touchscreen 2560x1440,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows,10,1.36kg,"1637,00",lenovo.webp
lenovo,ideapad 310-15ikb,ultrabook,"15.6""",full hd 1920x1080,intel core i7 7500u 2.7ghz,6gb,256gb ssd,nvidia geforce 920m,windows,10,1.54kg,"831,00",lenovo.webp
dell,vostro 5568,notebook,"15.6""",full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,nvidia geforce gt 940mx,linux,,1.98kg,"895,01",dell.jpeg
acer,aspire 3,notebook,"15.6""",1366x768,intel celeron dual core n3350 2ghz,4gb,500gb hdd,intel hd graphics 500,windows,10,2.1kg,"333,00",default.jpg
hp,pavilion 15-bc000nv,notebook,"15.6""",ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,6gb,1tb hdd,nvidia geforce gtx 960m,windows,10,2.18kg,"799,00",hp.jpeg
asus,rog gl552vw-dm201t,gaming,"15.6""",ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,256gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,10,2.591kg,"909,00",default.jpg
dell,inspiron 5578,2 in 1 convertible,"15.6""",full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows,10,2.09kg,"1179,00",dell.jpeg
acer,aspire e5-576g,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,nvidia geforce 940mx,windows,10,2.23kg,"691,00",default.jpg
dell,xps 13,ultrabook,"13.3""",quad hd+ / touchscreen 3200x1800,intel core i5 6300u 2.4ghz,8gb,256gb ssd,intel hd graphics 520,linux,,1.23kg,"1099,00",dell.jpeg
acer,predator g9-793,gaming,"17.3""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,10,4.2kg,"2599,00",default.jpg
lenovo,legion y520-15ikbn,gaming,"15.6""",ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,1tb hdd,nvidia geforce gtx 1050,windows,10,2.4kg,"819,00",lenovo.webp
samsung,chromebook plus,2 in 1 convertible,"12.3""",ips panel touchscreen 2400x1600,samsung cortex a72&a53 2.0ghz,4gb,32gb flash storage,arm mali t860 mp4,chrome os,,1.15kg,"659,00",default.jpg
hp,250 g6,notebook,"15.6""",1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows,10,1.86kg,"485,00",hp.jpeg
apple,"macbook 12""",ultrabook,"12.0""",ips panel retina display 2304x1440,intel core m 1.1ghz,8gb,256gb flash storage,intel hd graphics 5300,mac os,x,0.920kg,"1163,00",apple.jpeg
dell,inspiron 7378,2 in 1 convertible,"13.3""",ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.6kg,"1199,00",dell.jpeg
hp,pavilion power,notebook,"15.6""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,12gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,10,2.21kg,"1327,00",hp.jpeg
lenovo,v110-15isk (i3-6006u/4gb/1tb/radeon,notebook,"15.6""",1366x768,intel core i3 6006u 2ghz,4gb,1tb hdd,amd radeon r5 m430,no os,,1.9kg,"368,00",lenovo.webp
asus,rog g752vy-gc229t,gaming,"17.3""",ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,512gb ssd +  1tb hdd,nvidia geforce gtx 980m,windows,10,4.3kg,"2150,00",default.jpg
acer,aspire 3,notebook,"15.6""",1366x768,intel celeron dual core n3350 2ghz,4gb,1tb hdd,intel hd graphics 500,linux,,2.1kg,"272,00",default.jpg
msi,gs73vr 7rf,gaming,"17.3""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,2.43kg,"2048,90",msi.webp
dell,inspiron 5567,notebook,"15.6""",1366x768,intel core i3 6006u 2.0ghz,4gb,128gb ssd,amd radeon r7 m440,windows,10,2.3kg,"499,00",dell.jpeg
lenovo,ideapad 310-15isk,notebook,"15.6""",1366x768,intel core i7 6500u 2.5ghz,8gb,500gb hdd,nvidia geforce 920mx,no os,,2.2kg,"629,00",lenovo.webp
dell,inspiron 5579,2 in 1 convertible,"15.6""",full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,16gb,512gb ssd,intel uhd graphics 620,windows,10,2kg,"1285,00",dell.jpeg
dell,xps 13,ultrabook,"13.3""",quad hd+ / touchscreen 3200x1800,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows,10,1.2kg,"2680,00",dell.jpeg
asus,fx502vm-dm105t (i7-6700hq/8gb/1tb/geforce,gaming,"15.6""",full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,1tb hdd,nvidia geforce gtx 1060,windows,10,2.2kg,"1169,00",default.jpg
dell,inspiron 5567,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,amd radeon r7 m445,windows,10,2.36kg,"889,00",dell.jpeg
hp,15-bs025nv (i5-7200u/8gb/256gb/w10),notebook,"15.6""",1366x768,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.91kg,"579,00",hp.jpeg
lenovo,ideapad 320-15ast,notebook,"15.6""",1366x768,amd e-series 9000 2.2ghz,4gb,500gb hdd,amd radeon r2 graphics,windows,10,2.2kg,"299,00",lenovo.webp
acer,aspire e5-774g,notebook,"17.3""",1600x900,intel core i3 6006u 2.0ghz,8gb,1tb hdd,nvidia geforce 940mx,windows,10,3.3kg,"629,00",default.jpg
asus,rog strix,gaming,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,10,2.2kg,"2449,00",default.jpg
apple,"macbook 12""",ultrabook,"12.0""",ips panel retina display 2304x1440,intel core m 1.2ghz,8gb,512gb flash storage,intel hd graphics 515,mac os,x,0.920kg,"1279,00",apple.jpeg
asus,fx502vm-as73 (i7-7700hq/16gb/1tb,notebook,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,2.2kg,"1749,00",default.jpg
msi,gs73vr stealth,gaming,"17.3""",ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,2.43kg,"1948,99",msi.webp
dell,inspiron 7579,2 in 1 convertible,"15.6""",ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,2.191kg,"999,00",dell.jpeg
asus,rog strix,gaming,"17.3""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,2.9kg,"1949,00",default.jpg
acer,c740-c9qx (3205u/2gb/32gb/chrome,netbook,"11.6""",1366x768,intel celeron dual core 3205u 1.5ghz,2gb,32gb ssd,intel hd graphics,chrome os,,1.3kg,"174,00",default.jpg
acer,e5 774g,notebook,"17.3""",1600x900,intel core i3 6006u 2ghz,4gb,1tb hdd,nvidia geforce 940mx,windows,10,3.3kg,"598,00",default.jpg
lenovo,ideapad 320-17ikb,notebook,"17.3""",1600x900,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,no os,,2.8kg,"539,00",lenovo.webp
lenovo,ideapad y700-15isk,gaming,"15.6""",ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 960<u+039c>,windows,10,2.6kg,"1272,00",lenovo.webp
acer,sp714-51 (i7-7y75/8gb/256gb/fhd/w10),2 in 1 convertible,"14.0""",ips panel full hd / touchscreen 1920x1080,intel core i7 7y75 1.3ghz,8gb,256gb ssd,intel hd graphics 615,windows,10,1.2kg,"1149,00",default.jpg
lenovo,thinkpad t560,notebook,"15.6""",ips panel full hd 1920x1080,intel core i7 6600u 2.6ghz,8gb,256gb ssd,intel hd graphics 520,windows,10,2.3kg,"1529,00",lenovo.webp
msi,gp62mvr 6rf,gaming,"15.6""",full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,2.2kg,"1476,11",msi.webp
hp,15-bw009nv (a12-9720p/6gb/1tb/radeon,notebook,"15.6""",full hd 1920x1080,amd a12-series 9720p 2.7ghz,6gb,1tb hdd,amd radeon 530,windows,10,2.1kg,"529,00",hp.jpeg
dell,latitude e7270,ultrabook,"12.5""",full hd / touchscreen 1920x1080,intel core i5 6300u 2.4ghz,8gb,256gb ssd,intel hd graphics 520,windows,7,1.26kg,"1713,37",dell.jpeg
dell,inspiron 5578,2 in 1 convertible,"15.0""",full hd / touchscreen 1920x1080,intel core i3 7100u 2.4ghz,4gb,500gb hdd,intel hd graphics 620,windows,10,2.08kg,"509,00",dell.jpeg
asus,x540sa-rbpdn09 (n3710/4gb/1tb/w10),notebook,"15.6""",1366x768,intel pentium quad core n3710 1.6ghz,4gb,1tb hdd,intel hd graphics 405,windows,10,2.65kg,"309,00",default.jpg
dell,xps 13,ultrabook,"13.3""",quad hd+ / touchscreen 3200x1800,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.29kg,"1477,00",dell.jpeg
dell,vostro 3568,notebook,"15.6""",1366x768,intel core i5 7200u 2.5ghz,4gb,1tb hdd,intel hd graphics 520,linux,,2.18kg,"521,86",dell.jpeg
lenovo,ideapad y700-15isk,gaming,"15.6""",ips panel full hd / touchscreen 1920x1080,intel core i7 6700hq 2.6ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,10,2.6kg,"1029,00",lenovo.webp
msi,gl62m 7rdx,gaming,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,10,2.2kg,"1149,00",msi.webp
lenovo,thinkpad yoga,netbook,"12.5""",ips panel full hd / touchscreen 1920x1080,intel core i7 6500u 2.50ghz,16gb,512gb ssd,intel hd graphics 520,windows,10,1.3kg,"1650,00",lenovo.webp
razer,blade pro,gaming,"14.0""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,1tb ssd,nvidia geforce gtx 1060,windows,10,1.95kg,"3499,00",default.jpg
dell,inspiron 3567,notebook,"15.6""",touchscreen 1366x768,intel core i3 7100u 2.4ghz,8gb,1tb hdd,intel hd graphics 620,windows,10,2.3kg,"469,01",dell.jpeg
msi,ge72vr apache,gaming,"17.3""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,2.7kg,"1598,00",msi.webp
apple,macbook air,ultrabook,"11.6""",1366x768,intel core i5 1.6ghz,4gb,256gb flash storage,intel hd graphics 6000,mac os,x,1.08kg,"959,00",apple.jpeg
hp,15-bs023nv (i3-6006u/4gb/1tb/fhd/w10),notebook,"15.6""",full hd 1920x1080,intel core i3 6006u 2ghz,4gb,1tb hdd,intel hd graphics 520,windows,10,2.1kg,"478,00",hp.jpeg
hp,elitebook 840,ultrabook,"14.0""",2560x1440,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows,7,1.54kg,"2198,19",hp.jpeg
dell,vostro 3559,notebook,"15.6""",1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows,7,2.24kg,"737,00",dell.jpeg
msi,gl62 6qf,gaming,"15.6""",full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,10,2.3kg,"1169,00",msi.webp
lenovo,thinkpad 13,notebook,"13.3""",ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows,10,1.4kg,"1499,00",lenovo.webp
lenovo,ideapad 320-15abr,notebook,"15.6""",full hd 1920x1080,amd a12-series 9720p 3.6ghz,6gb,256gb ssd,amd radeon 530,windows,10,2.2kg,"597,57",lenovo.webp
asus,zenbook ux310ua-wb71,ultrabook,"13.3""",full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows,10,1.45kg,"1280,00",default.jpg
acer,aspire es1-572,notebook,"15.6""",1366x768,intel core i3 6006u 2.0ghz,4gb,500gb hdd,intel hd graphics 520,linux,,2.4kg,"361,80",default.jpg
dell,inspiron 7779,2 in 1 convertible,"17.3""",full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,nvidia geforce 940mx,windows,10,2.77kg,"1799,00",dell.jpeg
hp,elitebook 840,notebook,"14.0""",full hd 1920x1080,intel core i5 6200u 2.3ghz,4gb,256gb ssd,intel hd graphics 520,windows,7,1.54kg,"1099,99",hp.jpeg
asus,rog gl553ve-fy052t,gaming,"15.6""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows,10,2.5kg,"1600,00",default.jpg
dell,latitude 5480,notebook,"14.0""",1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows,10,1.6kg,"875,00",dell.jpeg
asus,rog gl502vs,gaming,"15.6""",ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,10,2.34kg,"2325,00",default.jpg
lenovo,v510-15ikb (i5-7200u/8gb/256gb/fhd/no,notebook,"15.6""",ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,no os,,2.3kg,"573,00",lenovo.webp
dell,xps 13,2 in 1 convertible,"13.3""",quad hd+ / touchscreen 3200x1800,intel core i5 7y54 1.2ghz,8gb,256gb ssd,intel hd graphics 615,windows,10,1.24kg,"1813,00",dell.jpeg
dell,inspiron 3552,notebook,"15.6""",1366x768,intel pentium quad core n3710 1.6ghz,4gb,500gb hdd,intel hd graphics,linux,,2.2kg,"324,00",dell.jpeg
hp,255 g6,notebook,"15.6""",1366x768,amd a6-series 9220 2.5ghz,4gb,500gb hdd,amd radeon r4 graphics,windows,10,1.86kg,"399,00",hp.jpeg
lenovo,ideapad 310-15isk,notebook,"15.6""",full hd 1920x1080,intel core i3 6100u 2.3ghz,6gb,128gb ssd,nvidia geforce 920mx,windows,10,2.4kg,"569,00",lenovo.webp
lenovo,thinkpad l460,notebook,"14.0""",ips panel full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows,10,1.9kg,"1072,00",lenovo.webp
dell,inspiron 3552,notebook,"15.6""",1366x768,intel pentium quad core n3700 1.6ghz,4gb,500gb hdd,intel hd graphics,windows,10,2.2kg,"443,99",dell.jpeg
asus,x541na-go020t (n3350/4gb/1tb/w10),notebook,"15.6""",1366x768,intel celeron dual core n3350 1.1ghz,4gb,1tb hdd,intel hd graphics 500,windows,10,2kg,"339,00",default.jpg
asus,rog g752vt-gc073t,gaming,"17.3""",ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 970m,windows,10,4.0kg,"1900,00",default.jpg
dell,vostro 3568,notebook,"15.6""",1366x768,intel core i3 6006u 2ghz,4gb,500gb hdd,intel hd graphics 520,windows,10,2.29kg,"490,00",dell.jpeg
lenovo,b51-80 (i7-6500u/8gb/1008gb/radeon,notebook,"15.6""",full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,1tb hybrid,amd radeon r5 m330,windows,7,2.32kg,"895,00",lenovo.webp
msi,ge62 apache,gaming,"15.6""",full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,10,2.4kg,"1229,00",msi.webp
lenovo,yoga 500-14ibd,2 in 1 convertible,"14.0""",full hd / touchscreen 1920x1080,intel core i5 6200u 2.3ghz,4gb,128gb ssd,intel hd graphics 520,windows,10,1.8kg,"833,01",lenovo.webp
asus,zenbook ux305ca-ubm1,ultrabook,"13.3""",ips panel full hd 1920x1080,intel core m 6y30 0.9ghz,8gb,512gb ssd,intel hd graphics 515,windows,10,1.2kg,"729,00",default.jpg
dell,inspiron 3567,notebook,"15.6""",1366x768,intel core i3 7100u 2.4ghz,6gb,1tb hdd,intel hd graphics 620,windows,10,2.3kg,"459,00",dell.jpeg
acer,aspire es1-531,notebook,"15.6""",1366x768,intel celeron dual core n3060 1.6ghz,4gb,500gb hdd,intel hd graphics 400,linux,,2.4kg,"289,00",default.jpg
dell,inspiron 3552,notebook,"15.6""",1366x768,intel celeron dual core n3050 1.6ghz,2gb,500gb hdd,intel hd graphics,windows,10,2.20kg,"379,00",dell.jpeg
lenovo,ideapad y700-15isk,notebook,"15.6""",ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,1tb hdd,nvidia geforce gtx 960m,windows,10,2.6kg,"899,00",lenovo.webp
hp,pavilion 15-aw003nv,notebook,"15.6""",full hd 1920x1080,amd a9-series 9410 2.9ghz,6gb,1tb hybrid,amd radeon r7 m440,windows,10,2.04kg,"549,99",hp.jpeg
dell,inspiron 3567,notebook,"15.6""",1366x768,intel core i7 7500u 2.7ghz,8gb,1tb hdd,amd radeon r5 m430,linux,,2.3kg,"805,99",dell.jpeg
hp,stream 11-y000na,netbook,"11.6""",1366x768,intel celeron dual core n3060 1.6ghz,2gb,32gb flash storage,intel hd graphics 400,windows,10,1.17kg,"209,00",hp.jpeg
asus,x556uj-xo044t (i7-6500u/4gb/500gb/geforce,notebook,"15.6""",1366x768,intel core i7 6500u 2.5ghz,4gb,500gb hdd,nvidia geforce 920m,windows,10,2.2kg,"720,32",default.jpg
lenovo,yoga 500-14isk,2 in 1 convertible,"14.0""",ips panel full hd / touchscreen 1920x1080,intel core i7 6500u 2.5ghz,4gb,128gb ssd,intel hd graphics 520,windows,10,1.8kg,"638,00",lenovo.webp
lenovo,yoga 900-13isk,2 in 1 convertible,"13.3""",ips panel quad hd+ / touchscreen 3200x1800,intel core i7 6500u 2.5ghz,16gb,512gb ssd,intel hd graphics 520,windows,10,1.3kg,"1499,00",lenovo.webp
lenovo,ideapad 100s-14ibr,notebook,"14.0""",1366x768,intel celeron dual core n3050 1.6ghz,2gb,64gb flash storage,intel hd graphics,windows,10,1.5kg,"229,00",lenovo.webp
hp,15-ac110nv (i7-6500u/6gb/1tb/radeon,notebook,"15.6""",1366x768,intel core i7 6500u 2.5ghz,6gb,1tb hdd,amd radeon r5 m330,windows,10,2.19kg,"764,00",hp.jpeg
asus,x553sa-xx031t (n3050/4gb/500gb/w10),notebook,"15.6""",1366x768,intel celeron dual core n3050 1.6ghz,4gb,500gb hdd,intel hd graphics,windows,10,2.2kg,"369,00",default.jpg
asus,zenbook ux305ca-ubm1,ultrabook,"13.3""",ips panel full hd 1920x1080,intel core m 6y30 0.9ghz,8gb,512gb ssd,intel hd graphics 515,windows,10,1.2kg,"729,00",default.jpg
dell,inspiron 3567,notebook,"15.6""",1366x768,intel core i3 7100u 2.4ghz,6gb,1tb hdd,intel hd graphics 620,windows,10,2.3kg,"459,00",dell.jpeg
acer,aspire es1-531,notebook,"15.6""",1366x768,intel celeron dual core n3060 1.6ghz,4gb,500gb hdd,intel hd graphics 400,linux,,2.4kg,"289,00",default.jpg
dell,inspiron 3552,notebook,"15.6""",1366x768,intel celeron dual core n3050 1.6ghz,2gb,500gb hdd,intel hd graphics,windows,10,2.20kg,"379,00",dell.jpeg
lenovo,ideapad y700-15isk,notebook,"15.6""",ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,1tb hdd,nvidia geforce gtx 960m,windows,10,2.6kg,"899,00",lenovo.webp
hp,pavilion 15-aw003nv,notebook,"15.6""",full hd 1920x1080,amd a9-series 9410 2.9ghz,6gb,1tb hybrid,amd radeon r7 m440,windows,10,2.04kg,"549,99",hp.jpeg
dell,inspiron 3567,notebook,"15.6""",1366x768,intel core i7 7500u 2.7ghz,8gb,1tb hdd,amd radeon r5 m430,linux,,2.3kg,"805,99",dell.jpeg
hp,stream 11-y000na,netbook,"11.6""",1366x768,intel celeron dual core n3060 1.6ghz,2gb,32gb flash storage,intel hd graphics 400,windows,10,1.17kg,"209,00",hp.jpeg
asus,x556uj-xo044t (i7-6500u/4gb/500gb/geforce,notebook,"15.6""",1366x768,intel core i7 6500u 2.5ghz,4gb,500gb hdd,nvidia geforce 920m,windows,10,2.2kg,"720,32",default.jpg
lenovo,yoga 500-14isk,2 in 1 convertible,"14.0""",ips panel full hd / touchscreen 1920x1080,intel core i7 6500u 2.5ghz,4gb,128gb ssd,intel hd graphics 520,windows,10,1.8kg,"638,00",lenovo.webp
lenovo,yoga 900-13isk,2 in 1 convertible,"13.3""",ips panel quad hd+ / touchscreen 3200x1800,intel core i7 6500u 2.5ghz,16gb,512gb ssd,intel hd graphics 520,windows,10,1.3kg,"1499,00",lenovo.webp
lenovo,ideapad 100s-14ibr,notebook,"14.0""",1366x768,intel celeron dual core n3050 1.6ghz,2gb,64gb flash storage,intel hd graphics,windows,10,1.5kg,"229,00",lenovo.webp
hp,15-ac110nv (i7-6500u/6gb/1tb/radeon,notebook,"15.6""",1366x768,intel core i7 6500u 2.5ghz,6gb,1tb hdd,amd radeon r5 m330,windows,10,2.19kg,"764,00",hp.jpeg
